price,bedrooms,bathrooms,sqft_lot,floors,condition,yr_built
232000,2,1,8100,1,Average,1936
350000,3,2,81893,1,Average,1991
803000,2,1,33747,1.5,Average,1928
355000,3,2.25,7000,1,Average,1980
475000,4,2,2250,1,Good,1909
823000,3,2.5,9825,2,Good,1988
395000,2,1.5,3060,1,Good,1918
499000,4,3.75,5250,2,Average,1963
420000,2,1.75,3136,1,Average,1904
961500,3,2.5,14000,2,Average,1999
833000,4,1.75,12238,1,Average,1967
479000,3,2.25,11319,2,Good,1978
1.15E+06,4,2.5,10422,2,Average,1996
267000,3,1,8100,1.5,Average,1944
555000,4,1.75,94525,1.5,Average,1988
490000,3,2.5,9725,2,Good,1987
619000,4,2,3400,1.5,VeryGood,1915
569950,5,2.75,28185,1,Good,1963
549000,3,2,3000,2,VeryGood,1905
422500,3,1.75,7245,1.5,Average,1962
400000,4,3.5,9681,1,Average,1980
692500,4,2.75,7984,2,Average,1999
310000,4,2.5,5499,2,Average,2002
499900,3,1.75,8820,1,Average,1977
492000,3,2.25,7335,2,Average,1983
460000,2,2.5,40575,1,Average,1987
800000,3,2.5,2640,2,VeryGood,1919
832600,4,1,4200,1.5,Average,1925
470000,4,2.75,7350,1,Average,1989
542000,2,2,4500,1,Average,2003
1.31E+06,4,4.5,13912,2,Average,2005
308130,4,2.5,7500,1,Fair,1959
310000,2,1,2699,1,Average,2005
235000,2,1,8015,1,Average,1947
215000,3,1,7560,1,Good,1958
210000,4,1.5,10403,1,Average,1959
730000,4,2.75,150282,2,Average,1990
245000,3,1.75,9342,1,Good,1981
540000,3,2.25,20018,1,Average,1948
299000,4,2.5,6078,2,Average,2001
510000,3,2.5,40106,2,Average,1991
198000,4,1.75,7200,1,Good,1966
950000,5,3.25,7452,2,Average,1999
300000,4,1.75,7600,2,Average,1978
528000,5,1.75,8580,1,Average,1962
507000,5,3.25,16249,2,Average,2002
770000,4,3.25,6384,2,Average,2001
255000,3,1.75,7210,1,Good,1975
220000,1,1.5,3451,1.5,Good,1978
690700,5,2.75,5349,2,Average,2005
447000,2,1,8380,1,Average,1953
755000,6,2,4505,1,Average,1952
700000,4,1.5,6000,1.5,Average,1940
250000,4,2.75,7700,1,Good,1980
320000,3,2.5,6969,2,Average,2003
565000,4,2.5,14667,2,Good,1989
754300,5,2.75,4500,2,Good,1939
650000,3,1.5,9000,1,Good,1949
529888,4,2.5,8455,2,Average,2003
432000,3,2.5,9812,2,Average,2000
235000,3,1,7670,1.5,VeryGood,1955
994900,4,3.5,6556,2,Average,2014
489000,4,2.5,8442,2,Average,2000
800000,4,2.75,7427,2,Average,2010
370000,4,1.5,9957,1,Average,1972
436000,4,2.75,9600,1,Average,1979
395000,3,2.5,3757,2,Average,2006
377691,5,1.75,8399,1,Good,1942
370000,5,3,5185,2,Average,2003
515000,3,2.5,4394,1,VeryGood,1987
169000,3,1,7686,1,Average,1969
475000,3,1,4268,1,Average,1921
420000,3,2.5,6180,2,Average,1999
1.30E+06,6,2.75,9420,2,VeryGood,1900
822000,3,2,13300,2,Average,1985
1.50E+06,4,2.75,25697,1,Good,1964
485000,3,2.25,6810,1,Average,1988
270000,4,1,8505,1,Average,1956
300000,6,2.5,11250,1,Good,1978
878000,4,2.5,7728,2,Average,2007
590000,3,2.5,4203,2,Average,2001
611900,1,2.25,2100,2,Good,1946
240000,3,1.75,7373,1,Good,1968
395000,4,2.5,10951,2,Average,2003
169000,3,1,7110,1,Average,1957
200500,3,2,14972,1,Average,1963
308000,3,2.5,7140,2,Average,1990
290256,3,2.25,7885,2,Average,1983
279950,3,1.75,8800,1,Good,1967
195000,3,1.75,7875,1,Average,1979
630000,3,1,13000,1,VeryGood,1945
1.16E+06,4,3,15438,2,Average,1902
478000,3,2.25,3896,2,Average,1994
835000,3,2.25,6690,2,VeryGood,1944
639000,3,2.25,2421,2,Average,2005
623000,4,2.75,12633,2,Average,1984
220000,3,1.75,7680,1,Average,1959
526000,3,2.25,18099,1,Good,1978
243500,2,1,5016,1,Average,1948
750000,4,2.5,4930,2,Average,2000
329000,4,2,9126,1,VeryGood,1963
525000,4,1,4000,1.5,Average,1920
190000,2,1,3101,1,Good,1948
772650,4,2.5,10800,1,Average,1955
355000,3,2.5,4038,2,Good,1989
650000,3,1.75,54450,1,Average,1980
678500,3,2.75,3600,1.5,VeryGood,1910
669950,4,2.5,11877,2,Average,1996
850000,3,2.25,18450,1,Average,1983
572000,3,2.75,3885,2,Average,2002
492450,3,1.75,13002,1,Fair,1984
813000,3,1.75,11866,1,Average,1960
710000,3,2,9732,1,Average,1967
792500,3,1.5,2400,2,Average,1911
285900,5,1.5,7725,1.5,Good,1961
389000,3,2,12972,1,Good,1981
675000,3,2.25,2833,2,Average,1966
352000,2,0.75,33801,1,Good,1931
1.05E+06,4,3.25,11588,2,Average,2000
768500,4,1.75,10400,1,Good,1965
500000,4,2,7778,1,Average,1961
685000,3,2.5,8800,1,Good,1956
648475,4,2.75,5700,1,Average,1951
655000,6,5,6600,2,Average,1994
895000,4,2.75,4000,2,VeryGood,1925
195000,3,1,9554,1,Average,1962
368000,4,2.5,7350,2,Average,1989
997000,4,3.5,13609,2,Average,2001
335000,3,2.75,19991,1,Average,1977
250000,3,2,7258,1,Average,1984
278500,3,1.75,8980,1,Good,1985
260000,4,1.5,7300,2,Average,1973
162500,2,1,6141,1,Fair,1920
239000,4,1,8316,1,Average,1950
600000,4,2.5,5122,2,Average,2004
350000,4,2.25,7778,2,Average,1998
852500,5,3.75,8131,2,Average,2005
485000,3,2.5,5490,2,Average,2008
299000,3,1,8320,1,Average,1953
227450,2,1,6509,1,Good,1952
383000,3,1,5612,1,Good,1942
835000,2,3.25,392475,1,Average,1998
760000,5,1.5,2992,1.5,Good,1931
532500,2,1,3000,1,Good,1924
635000,3,2.5,26359,1,Average,1998
438500,3,2,3072,1,VeryGood,1912
545500,3,2.5,9361,1.5,Good,1936
675000,3,1.75,9549,1,Average,1956
450000,3,1.75,4080,1,Good,1928
199999,3,1,10815,1,VeryGood,1900
375000,3,1.5,16170,1,Average,1988
600000,4,2.25,43847,2,Average,1982
292600,3,1.5,7123,1,Good,1959
1.04E+06,5,2.75,8904,1,Good,1956
610000,3,1,4959,1,Average,1945
397450,4,2.5,9451,2,Good,1993
382000,3,2.25,15528,1,Average,1963
370000,3,2.25,7667,1,Average,1966
520000,3,2.25,7667,1,Average,1966
260000,2,1,7906,1,Good,1948
890000,4,2.5,7200,2,Average,2014
344000,5,2,8412,1,Average,1946
205000,3,1,8498,1,Average,1958
379000,5,2.5,8550,1,Average,1963
424240,3,2,12094,2,Good,1982
589950,3,2,12094,2,Good,1982
582000,4,1.75,4650,1,Average,1951
349000,3,2.5,7709,2,Average,1989
658000,3,1,12005,1,Good,1966
294000,5,2.75,5000,1.5,Good,1915
690000,5,3.5,7598,2,Average,1993
600000,3,1,5000,1.5,Average,1912
199990,3,1,5200,1,Average,1969
220000,3,1.75,8850,1,Average,1959
440000,4,2.25,15750,1,Average,1976
439990,4,2.5,1994,2,Average,2014
815000,4,2.5,7208,2,Average,2006
535000,4,2.25,3766,2,Average,1995
215000,3,1.75,10016,1,Good,1975
605000,3,2.5,35012,1.5,Average,1965
349900,3,2.5,7278,2,Average,1990
495000,3,1,5510,1,Good,1940
515100,3,2.5,4900,2,Average,1997
620000,4,2.5,55387,2,Average,1994
657500,4,2.25,10370,2,Average,1980
250000,5,1.75,8250,1,Average,1963
385000,5,1.75,8250,1,Average,1963
307000,3,1.5,7500,1,Average,1976
288000,3,2.5,9253,1,Average,1994
226450,3,1.75,7200,1.5,Good,1944
390000,3,2.5,6991,1,Average,1967
350000,3,1,10236,1,Good,1971
368000,3,1.5,7884,1,Average,1969
469000,2,1,4284,1,Average,1921
865000,3,2.25,150270,2,Average,1985
515000,5,2.5,15916,1.5,VeryGood,1967
410000,3,1.75,8560,1,Good,1979
210000,4,1,43560,1,Average,1968
460000,3,1.75,7700,1,Average,1969
241500,4,2.5,9654,1,Average,1979
322200,4,2.25,19000,2,Good,1975
279000,4,1,6000,1.5,Average,1943
303000,2,1,27007,1,Good,1943
420000,3,1.5,6615,1,Good,1950
249000,3,1.75,18335,1,Average,1961
294950,3,1,8840,1,Average,1952
1.32E+06,4,3.5,3997,2,Average,2004
335000,3,1.75,4800,1,Average,1953
1.16E+06,4,2.25,8051,1.5,Good,1935
520000,2,1,3708,1.5,Average,1926
560000,4,1.75,8800,1,Good,1965
243400,4,1.5,7464,2,Good,1959
405000,3,2,14404,1,Average,1988
495000,2,1,14695,1.5,VeryGood,1930
350000,4,2.5,7095,2,Average,1992
368500,5,2.75,7601,1,Average,1992
99000,2,1,8236,1,Fair,1948
1.07E+06,4,3.75,12320,2,Average,2001
430000,4,1.75,7724,1,Average,1983
412500,3,1.5,8475,1,Good,1963
1.12E+06,4,3.25,62365,2,Average,1988
915000,4,2.5,35062,2,Good,1988
535000,3,2.5,7620,2,Average,1994
390000,3,1.5,8676,1,Good,1979
499000,3,1.5,3135,1,Good,1944
375000,3,1,7955,1,Good,1963
349000,4,2.5,7620,2,Average,1995
635000,3,2.25,7482,1,Good,1964
682000,4,2.75,8009,2,Average,2001
321027,4,2.25,16770,1,Good,1966
150000,2,1,4120,1,VeryGood,1915
410000,3,1.75,17583,1,Average,1969
449950,3,2,4080,2,Average,1923
194990,6,2.5,7144,1,Average,1913
475000,4,1.75,8775,1,Average,1956
530000,5,1.75,3000,2,Good,1908
319950,4,2.5,7643,2,Average,2011
210000,3,2.25,9435,1,Good,1978
485000,3,2.75,3330,1.5,Good,1925
774000,4,2.75,10240,2,Good,1998
478000,4,2,8208,1,Good,1958
385000,4,2.5,5280,2,Good,1924
595000,4,2.5,43017,2,Average,1989
285000,3,1.5,7117,1,Average,1960
723000,4,2.5,4004,2,Average,2004
279000,3,1.5,16000,1,Fair,1960
195000,3,1.5,7560,1,VeryGood,1958
625000,2,1,2192,1,VeryGood,1925
270000,3,1.75,9314,2,Average,1979
559000,2,2,5520,1,Average,2006
474000,4,2.25,14834,1,Good,1976
303500,4,2.5,7345,2,Average,1992
350000,3,1.75,8645,1,Average,1949
367500,5,3,10064,1,Average,1940
595000,5,3,10064,1,Average,1940
589000,3,2,118483,1,Average,1981
585000,3,1.75,87213,1,Good,1974
482975,3,2.25,8801,1,Average,1976
365500,4,2.5,4499,2,Average,2003
570000,4,2,7800,1,VeryGood,1972
335000,3,2.5,8040,2,Average,1990
767500,4,2,4815,1.5,Good,1914
386591,3,2.5,1613,2,Average,2014
279000,3,1,5750,1.5,Average,1913
620000,4,2.5,32780,2,Average,1998
407000,4,2.25,23400,1,Average,1958
364250,3,2.5,213879,2,Average,1994
399000,4,2.5,9292,2,Average,1979
766950,3,2.5,30007,1.5,Good,1992
710000,4,2.75,4232,2,Average,2004
320000,3,1,4120,1,Average,1929
300000,3,2.5,3253,2,Average,2001
263000,3,1.75,9187,1,Average,1993
445000,3,2.5,4408,2,Average,1996
554000,3,2,9001,1,Good,1957
335000,2,1.75,5100,1,Average,1906
307000,4,2.75,6964,1,Good,1987
404000,3,1,8160,1,Average,1947
775000,4,3.5,5250,2,Average,2003
220000,3,1,9126,1,VeryGood,1956
518000,4,2.5,9750,2,Average,1983
1.60E+06,4,3.5,9486,2,Average,2005
315000,1,2.25,2550,2,Good,1979
572650,4,2.5,11349,2,Average,1991
350000,2,1,9205,1,VeryGood,1921
285000,2,1,5850,1,Good,1900
231000,3,2.5,7247,2,Average,1995
179000,3,1,5200,1,Good,1969
244000,3,1.5,9625,1,Average,1963
185850,3,1.5,11662,1,Average,1943
610000,6,2.5,12033,2,Average,1970
419000,4,2.5,9155,2,Average,2005
779000,3,1.75,6400,1,Good,1957
695000,5,3,14134,1,Average,2004
319900,3,2.5,7580,2,Average,1998
329000,3,2.75,7700,1,Good,1978
475226,3,2.5,4512,2,Average,1988
638000,3,2.5,5000,2,Average,2003
440000,2,1.5,15873,1,Average,1984
214000,3,2,5080,1,Good,1942
600000,3,2.75,14217,2,Good,1989
935000,4,2,4500,2,Good,1905
630000,4,1.75,10210,1.5,Average,1941
575000,3,2.5,4780,2,Average,2004
345000,3,2.5,20466,1.5,Good,1987
323000,4,1.75,9690,1,Good,1967
425000,3,2.5,13218,1,Good,1988
411000,2,2.25,108900,1,Good,1972
299800,4,1.5,9000,1,Good,1976
823000,6,1.75,5000,2.5,Good,1908
200000,3,1,8108,1,Average,1955
760000,4,1.75,13300,1,Good,1987
359950,4,2.5,3899,2,Average,1999
375000,4,2.5,8325,1,Good,1983
295000,2,1.75,89298,1,Average,1973
250000,4,3,7882,2,Average,1986
497000,3,2.25,1387,3,Average,2000
520000,4,2.5,8798,2,Good,1987
365000,4,3.5,6781,2,Average,1999
459900,3,2.25,8000,1,Average,1976
158000,3,2,6090,1,Average,1940
294700,3,2,9600,1,Good,1967
439950,4,2.25,15075,2,Average,1985
899000,4,2.25,40946,1,Good,1960
535000,3,1.75,12141,1,Average,1983
530000,4,4.5,10800,2,Average,2007
215000,4,2,7000,1,Good,1967
290000,2,1,5400,1,Average,1926
798000,5,2.75,5934,2,Average,2006
785000,4,2.5,9578,2,Average,1993
433000,3,1.75,8565,1,Average,1971
425000,2,1,6835,1,Average,1922
654000,4,2.5,7540,1,Average,1962
215000,3,1.5,5065,2,Good,1983
232000,3,1,6540,1,Average,1970
675000,3,1.75,10500,1,Good,1959
665000,5,2.75,8000,1,Good,1972
835000,4,2.5,29163,2,Average,1998
525000,6,3,7560,2,Average,1980
780000,3,2.75,3094,2,VeryGood,1939
844000,4,3.25,67518,2,Average,1988
680000,4,2.75,54048,2,Average,1985
290000,3,1.5,8100,1,Average,1965
560000,2,1,15783,1,Good,1959
605500,3,2.5,6536,2,Average,1989
762500,4,2.5,5979,2,Average,2005
1.74E+06,5,3.25,5500,2,Average,2014
665000,6,2.75,8346,1,VeryGood,1961
540000,5,1,4400,1.5,Average,1919
375000,3,2.5,6180,1,Average,1961
342000,3,1,6826,1,Average,1944
340000,3,1,23522,1,Good,1968
1.25E+06,5,3.25,12719,2,Good,1974
693000,4,2.5,13063,2,Average,1999
638500,4,1.75,12462,1,Good,1962
805000,5,3,18265,2,Good,1963
250000,3,1,8062,1,Good,1960
325000,3,2.5,4698,2,Average,1998
270000,4,1.75,4290,2,Average,1994
880000,6,2.5,3680,2,VeryGood,1922
300000,2,1.75,6350,1,Good,1924
290000,2,1,8750,1,Average,1948
2.85E+06,4,4,17208,1,VeryGood,1976
259950,3,1,5825,1,VeryGood,1942
1.78E+06,4,3.25,13402,2,Average,2004
299950,3,1,5250,1,VeryGood,1954
483000,3,2.25,43560,1,Good,1977
890000,3,2.25,8640,1,Good,1966
719000,3,2.5,4500,1.5,Good,1928
785000,4,3,100681,1,VeryGood,1977
660000,3,2.5,3995,2,Average,2006
264000,4,1.75,8118,1,Good,1980
575000,3,1.75,11141,1,Good,1968
1.22E+06,4,3.75,53574,1,Average,1994
475000,3,2.5,98881,2,Average,1991
845800,4,3.5,12750,2,Average,1990
352500,3,1.75,8182,1,Average,1962
347000,3,1,8400,1,Average,1955
560000,4,2.75,6192,2,Average,1992
323000,4,2.75,50094,1,Good,1977
595000,3,1.75,22081,1.5,Good,1922
257500,4,2,6400,1,Average,1977
450000,3,1,4600,1,Average,1917
410000,4,1,7208,1,Average,1970
810000,3,1.75,13503,1,Good,1952
372500,5,3,10090,1,Average,2004
325000,3,1,9083,1,Average,1951
280000,3,1,7660,1,Average,1947
258000,3,2,19978,1,Average,1948
329950,4,1,5900,1.5,Good,1949
836000,4,2.5,12987,1,Good,1980
365000,5,2.5,7040,2,Average,1999
111300,2,1,6000,1,Good,1908
864000,4,2.5,105850,2,Good,1984
725000,3,1.75,8613,1,VeryGood,1962
550000,4,2.5,6605,2,Average,1990
130000,2,1,7500,1,Average,1951
765000,2,1.75,4000,1,Average,1940
255000,3,1.5,7480,1,Good,1963
439500,3,2.5,40003,1,Good,1977
268000,3,1.75,5546,1,Good,1987
985000,3,1.75,8534,1,Good,1953
751305,4,2.5,8469,2,Average,1994
280000,3,1,7553,1.5,Average,1914
304000,4,2,8750,1,Fair,1967
200000,4,2.75,13235,2,Average,1988
325000,3,1.5,41325,1,Good,1973
736000,3,2.25,11603,2,Average,1988
426500,4,2.5,6515,2,Average,1998
640000,2,1.75,4400,1,Good,1930
230000,5,2,6120,1.5,Average,1941
366350,4,1,5043,1.5,Good,1911
365000,2,1,8336,1,Good,1946
482000,4,2.25,8322,2,Average,1979
345000,4,1,7991,1.5,Average,1962
682000,3,1.75,5120,1.5,VeryGood,1903
657500,3,1.75,6002,1,Good,1942
895000,6,2.5,6533,2,Average,1925
425000,3,1.5,5665,1,VeryGood,1918
532500,4,2.5,8750,2,Average,1976
540000,4,2.5,9436,2,Average,1995
578000,3,2.25,9580,2,Average,1984
1.09E+06,3,3,6041,2,Average,1915
322500,3,1,9750,1,Average,1968
140000,3,1,10560,1,Average,1955
485000,3,2.5,51836,1,Good,1976
575000,2,1.5,19709,1.5,Good,1978
421000,3,2.5,21780,2,Average,2000
355000,4,2,3497,1,Average,1954
515000,4,2.25,6967,2,Average,1986
309000,3,1,7200,1,Good,1952
815000,5,2.25,35536,2,Average,1974
285000,3,1,7875,1,Average,1953
700000,3,1.75,5000,1.5,Average,1916
289000,3,2.5,8628,2,Average,1994
458000,4,3,62726,1.5,Average,1979
230000,3,1.75,8378,1,Good,1978
432500,3,2.5,7120,1,Good,1961
288000,3,1.75,10440,1,Average,1978
354000,3,1.75,12330,1,Average,1968
119500,3,1,11000,1,Fair,1980
805000,4,3,23781,1,Good,1979
435000,3,2.5,2581,3,Average,2004
260000,3,1.75,10018,1,Good,1978
377000,4,1.75,8385,1,VeryGood,1950
602000,4,2.5,7376,2,Average,1990
530000,3,1.75,4800,1,Average,1941
525000,4,2,3740,1,Good,1946
250000,2,1.5,1086,2,Average,2006
681000,3,1,6356,1.5,Average,1907
625000,3,1.75,20588,1,Average,1970
448500,3,2.5,3920,2,Average,2010
260000,3,2,7260,1,Average,1947
538000,3,1.75,8050,1,Good,1963
385500,3,2,7947,1,Average,1961
428400,4,2.5,6000,2,Average,2000
346290,4,2.75,9240,2,Average,1998
587000,4,2.75,8430,2,Average,1999
355000,4,2.5,6775,2,Average,2003
650000,5,2.75,7865,1,Good,1964
340000,4,2.5,5455,2,Average,2003
565000,4,2.5,8624,1,Good,1969
630000,4,2,5000,1.5,VeryGood,1925
227000,3,1,7198,1,VeryGood,1916
600000,4,2.75,17674,1,Good,1978
540400,4,1.75,6758,1,Average,1974
569000,3,2.5,8060,2,Average,1995
735000,3,2.5,8159,2,Average,2004
434000,3,2.25,9353,1,Average,1987
578888,2,2,4000,1,Fair,1914
465425,4,2.75,20720,1,Average,1967
280500,4,2.75,7754,1.5,Average,1986
539950,2,2,3507,1,Average,2007
406430,3,2,15426,1,Good,1968
1.15E+06,4,3.75,35000,2,Average,1991
250000,3,2.5,6191,2,Average,1992
266000,3,2.5,8547,1,Average,1989
258000,3,2,7200,1,Average,1996
472000,3,2,21890,1,Average,1961
530000,3,2.25,1536,2,Average,2003
302282,2,1,5120,1.5,Average,1901
370000,2,1,6213,1,Average,1916
625000,4,2,5307,1.5,Good,1948
142500,1,1,6825,1,Good,1917
334000,3,1.75,7405,1,Average,1961
362000,5,3,3000,2,Average,1998
181000,2,1,4000,1,Average,1942
241500,3,1,10425,1,Good,1968
245000,3,1.75,12720,1,Good,1964
227500,3,1,8848,1,Average,1968
158550,5,1.5,8100,1.5,Good,1961
450000,3,2.25,10247,1,VeryGood,1968
485000,3,1.75,10080,1,Good,1967
353000,4,1.75,9794,1,Average,1967
500000,4,3,4668,2,Average,2004
360000,1,2.25,10600,1.5,Average,1927
357500,3,1.5,11858,1,Good,1966
272000,3,2.5,13816,2,Average,1998
422000,3,1,7854,1,Average,1960
365000,2,2,15000,1,Average,1985
450000,3,1.75,13789,1,Good,1966
275053,2,1,6504,1,Average,1950
1.88E+06,3,2.75,17919,1,Good,1949
725000,3,1.75,9000,1,Average,1955
235000,3,1.75,9697,1,Good,1985
510000,2,1,4206,1,Average,1949
489950,2,1,4206,1,Average,1949
463000,3,2.5,4195,2,Average,1998
536000,4,2.25,5948,2,Average,1991
375000,4,2.5,6145,2,Average,2003
630000,4,2.5,4727,2,Average,1999
362000,3,2.25,14374,1,Good,1963
350000,4,2.75,11659,1,Average,1979
1.69E+06,4,3.5,13515,2,Average,2001
255000,3,2,8775,1,Average,1943
269000,4,2.5,7665,1,VeryGood,1975
370000,4,3,4838,1.5,Good,1930
270000,3,1,7920,1,Average,1961
265000,3,2,9516,1,Average,1997
487000,2,1,4046,1,Average,1946
835000,4,3.25,6027,2,Average,2001
850000,4,3.25,112750,1,Average,2006
575000,4,2.75,11201,1,VeryGood,1982
335000,3,1,8000,1,Average,1968
318000,3,1,7200,1,VeryGood,1948
510000,3,2,11325,1,Average,1980
242500,3,1.5,9720,1,Good,1965
750000,5,2.25,8400,1,Good,1963
439900,5,3.5,7950,2,Average,2003
710000,2,1,3040,1.5,Average,1914
2.40E+06,5,3.25,9088,2,Average,1912
435000,3,1.75,13700,1,Average,1976
874000,4,2.75,6867,1,VeryGood,1946
385000,4,1.75,4080,1,Good,1984
110000,2,1,4746,1,Average,1930
477000,3,1.75,8085,1,Average,1976
500000,3,2,6394,1.5,VeryGood,1918
885000,4,2.5,11225,2,Average,2005
235000,2,1,5600,1,VeryGood,1955
210000,3,2.75,15236,1,Average,1995
320000,2,1,4000,1,Average,1910
406000,3,1.75,7904,1,Average,1985
350000,3,1.75,10225,1,Good,1963
350000,2,0.75,43710,1.5,Good,1978
720000,4,2.5,8930,2,Average,1999
604700,4,2.75,14982,1,Average,1981
343000,3,1,5662,1.5,VeryGood,1920
558000,3,2.25,15757,1,Average,1982
364000,4,1,7740,1.5,Average,1922
420000,3,1.75,11242,1,Average,1959
450000,5,2,7344,1.5,Average,1960
392000,2,1.5,5000,1,Good,1925
100000,4,1,2685,1,Average,1939
480000,3,2.5,1103,3,Average,2005
212000,3,1.5,9225,1,Good,1955
560000,5,2.5,8960,1,VeryGood,1978
359950,5,2.75,3990,2,Average,2013
535000,4,2.5,110642,1,VeryGood,1979
980000,5,4,5400,2,Average,2012
720000,2,1,2199,2,Average,1921
619950,2,1,5400,1,Average,1951
489000,3,2.5,19821,2,Average,1994
415000,4,2,2970,1,Good,1923
672500,4,2.5,11108,2,Average,1987
352500,3,1,4171,1,Average,1985
258750,4,2,8400,1,Good,1962
350000,3,1,7000,1,Good,1916
152000,3,1,10464,1,Average,1965
378500,2,1,7528,1,Average,1946
1.02E+06,4,1.75,41041,1.5,Good,1965
419000,3,1.5,6700,1,Good,1956
895000,5,3,13927,1,Good,1973
668500,4,2.25,9546,1,Good,1976
487000,2,2.5,2533,2,Average,2005
538000,3,3.5,10137,2,Average,1992
898000,5,1.5,28014,1,Good,1963
315000,4,2,7767,1,Average,1995
800000,3,2.5,4440,2,Average,1945
516130,3,1.75,8250,1,Good,1962
1.60E+06,3,2.5,19593,1.5,Average,1978
1.20E+06,4,2.5,12796,2,Average,1999
355425,4,2.5,9112,1,Good,1979
1.16E+06,3,2.5,5925,2,Average,1913
689000,4,2.5,9600,2,Good,1954
500000,3,3.25,1500,3,Average,2000
430000,5,2.5,42733,1,Good,1955
299500,4,2.25,15312,1,Good,1979
349950,4,2.5,5289,2,Average,1989
1.42E+06,5,3.25,4500,2,Average,2010
998000,4,2.25,10189,2,Average,1988
329000,3,1,9600,1,Good,1970
575000,3,1.75,5956,2,Average,1981
529900,5,2.25,9430,2,Good,1961
1.47E+06,4,2.5,10189,1,Average,2003
725000,4,1.75,9400,1,Good,1962
286000,3,2.5,5000,2,Average,1987
335000,3,2,9926,1,Good,1954
395300,3,1.5,7000,1,Average,1955
510000,4,2.75,13348,2,Average,2004
203000,3,1,7500,1,Good,1970
248000,2,1,8301,1,Average,1953
265000,3,2.25,7216,2,Average,1991
1.00E+06,4,1.5,4560,1.5,Good,1912
1.00E+06,3,1,24500,1.5,Average,1949
241400,3,2,9828,1,Good,1990
309950,4,1.75,10074,1,Good,1966
294010,3,1.75,4057,1,Average,1945
345000,3,2.25,9672,2,Good,1984
625000,3,2.25,9672,2,Good,1984
660000,4,2.5,4543,2,Average,2002
559000,2,2,4500,1,Average,2003
866000,4,3.25,9786,2,Average,2004
770000,3,2,5700,1.5,Good,1939
259950,3,1.5,7827,1,Good,1968
352000,5,2.75,9838,1,Average,1968
2.47E+06,5,4.75,13180,2,Average,1940
395000,3,2,10229,1,Average,1966
276500,4,1.75,6650,1.5,Good,1942
530000,3,2.25,100623,1.5,Average,1987
798000,4,3.25,10260,2,Average,1987
380000,2,2,5756,1,Average,1986
350000,4,2.5,10433,2,Average,2001
325000,3,2.5,6049,2,Good,1990
336000,3,2.5,4549,2,Good,1989
286900,3,2.25,17235,1,Good,1974
472000,5,2.25,7245,1,Good,1976
263000,3,1.75,8100,2,Average,1985
565000,3,3,4000,1,Good,1965
765000,3,2.5,8444,2,Average,1992
1.52E+06,3,2.25,9409,1,Good,1963
405000,3,2,8174,1,Average,1981
1.10E+06,4,3.5,16219,2,Average,2002
555000,3,3,188760,1,Good,1979
305000,3,2.5,3516,2,Average,2006
289950,3,2.25,9370,1,Average,1992
487500,5,3.5,218472,2,Average,1999
96500,3,1,12091,1,Average,1959
185000,3,1,12091,1,Average,1959
150550,4,1,6061,1.5,Average,1945
339000,4,2,5080,1.5,Average,1948
675000,4,1.75,7230,1,Average,1950
615000,3,1.75,4080,1,Good,1924
837500,4,2.5,9320,2,Good,1994
250000,2,1,11835,1,Average,1932
583000,3,2.5,8144,2,Average,1989
499000,3,2.5,1728,3,Average,2000
550000,3,2.5,6328,2,Average,2001
400000,4,2.5,204296,1,Good,1980
990400,3,2.5,4097,2,Average,2008
600000,3,2.5,52272,1.5,Average,1974
325000,2,1,6236,1,Good,1954
265000,3,2.5,6000,2,Good,1991
1.62E+06,3,2.5,9362,1,VeryGood,1960
347500,3,1.5,8353,1,Average,1960
629000,5,2,3000,1.5,Average,1912
1.09E+06,2,2,11340,1.5,Average,1997
397500,4,2.5,7859,2,Average,1992
404500,2,1,3700,1.5,Average,1909
225000,3,1.5,7500,1,Average,1967
267000,3,2.25,9900,1,Average,1978
800000,4,3.75,4000,2,Good,1909
339000,4,2.5,6918,2,Average,2001
1.85E+06,4,2.5,11972,1,Average,1981
525000,5,1,3876,1.5,Average,1923
1.15E+06,5,3.5,6218,2,Average,2007
565000,1,1,6250,1.5,Good,1921
387000,2,2.25,1280,2,Average,2012
720000,4,2.5,34290,2,Average,1987
1.50E+06,4,3.5,12426,2,Average,1996
235000,2,1,7617,1,Average,1936
365000,2,1,7617,1,Average,1936
368250,3,2.5,7484,2,Average,1988
580000,3,2.5,7484,2,Average,1988
1.10E+06,4,3.25,11774,2,Average,1956
215000,4,2.5,4496,2,Average,2004
648000,4,2.5,9959,2,Average,1989
705000,4,3,9318,2,Average,2001
465000,3,2.25,1540,2,Average,2005
650000,5,2,3500,1.5,Average,1911
335000,4,2.25,7500,1,Good,1963
640000,4,2,31850,1.5,Good,1984
638250,4,2.5,8029,2,Average,1989
1.46E+06,4,3.5,14353,2,Average,1996
375000,4,2,4600,2,Average,1909
842000,4,1.75,9525,1,Average,1960
499950,3,2.25,7200,1,Average,1970
810000,4,2.5,25211,2,Average,1985
310000,5,2,11970,2,Good,1969
730000,3,2.5,8809,1,Average,2014
637800,4,1.75,4750,1.5,Good,1924
225000,3,1,4800,1.5,Good,1903
417500,4,1,10800,1.5,Good,1941
265000,4,2,10160,1,Good,1972
550000,4,2.5,8683,2,Average,1987
625700,3,2,159865,1,VeryGood,1968
595000,3,2.5,10637,2,Average,1991
270000,3,1.5,13475,1,Good,1972
