Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands
176414,56,38,3,F,Single,553.2323994
144572,48,30,3,M,Single,455.7566006
148403,70,49,3,F,Married,159.7829766
184612,70,52,3,F,Single,205.8680136
129110,62,43,3,M,Single,184.9488906
131060,23,5,3,M,Single,831.7622185
112032,55,36,3,M,Single,813.5079191
124052,69,50,3,F,Married,74.67838008
124612,36,19,3,F,Single,558.9101034
114342,19,1,3,M,Married,444.3421521
100151,23,5,3,F,Married,288.6727542
155079,69,50,3,M,Married,34.78307855
169280,58,37,3,M,Single,464.475188
178103,28,7,3,M,Single,594.2272725
196188,47,30,3,M,Single,289.8098663
157560,45,26,3,F,Single,353.4119788
193822,53,33,3,F,Married,166.1118462
108410,66,46,3,M,Single,338.4848283
197124,19,1,3,F,Married,354.4080467
166046,55,36,3,F,Single,513.3494544
119670,60,39,3,M,Married,56.94671486
199869,68,47,3,M,Single,40.80796448
171900,52,32,3,M,Single,562.8152316
192229,29,12,3,M,Single,448.2765204
198926,20,1,3,F,Married,156.6293566
161587,62,43,3,M,Married,149.4906992
186860,67,46,3,F,Married,17.41813348
116241,70,52,3,F,Married,184.5360255
192894,36,16,3,F,Married,330.4307178
100360,24,7,3,F,Single,327.3226285
150305,30,12,3,M,Married,362.174745
179886,64,45,3,M,Married,238.9792737
182863,69,51,3,M,Single,451.8541201
159645,31,11,3,F,Married,297.6731318
118484,69,52,3,M,Single,131.122573
157069,61,40,3,M,Single,385.7580268
169966,58,41,3,F,Married,451.8802037
136625,65,46,3,F,Single,137.9224414
156680,16,0,3,F,Single,665.824362
161490,54,35,3,F,Single,394.5028092
134141,37,18,3,M,Single,212.0380752
176037,16,0,3,M,Single,329.155451
170282,68,51,3,M,Single,84.41738979
173245,38,20,3,F,Married,617.1545058
185091,19,0,3,M,Married,420.1144297
103406,24,7,3,F,Married,330.1407156
111554,45,25,3,F,Married,140.1734136
116657,16,0,3,F,Single,294.6289145
193311,31,14,3,F,Married,335.9916574
165328,25,7,3,F,Married,467.1826494
154387,20,1,3,F,Married,381.3569653
192355,16,0,3,F,Married,442.763682
195137,17,0,3,M,Married,558.1666236
166553,54,37,3,M,Single,463.8873235
186081,67,50,3,F,Married,462.6231671
135723,68,49,3,F,Single,292.7373979
134101,25,8,3,F,Married,168.8458668
144717,64,46,3,F,Married,12.53452056
134962,61,42,3,M,Married,317.1926179
199655,19,0,3,M,Single,716.0003598
159633,60,40,3,M,Married,182.021842
164911,19,2,3,F,Single,662.3114573
137276,55,37,3,F,Single,340.5382002
180795,61,42,3,F,Married,96.66775288
143703,69,49,3,F,Single,112.1463546
121790,64,47,3,M,Married,317.2252761
168167,52,31,3,F,Married,297.2306529
197954,22,3,3,F,Single,398.1277997
182653,49,29,3,F,Married,631.3156236
122448,68,51,3,F,Married,242.0480509
178342,69,48,3,F,Married,305.0065965
105450,68,47,3,F,Single,371.3811134
155361,66,48,3,M,Single,50.6039284
148265,20,3,3,F,Single,686.5084197
199598,60,39,3,M,Single,75.09425088
174548,60,39,3,F,Married,77.93429821
195537,38,17,3,F,Married,364.3623789
197615,53,35,3,F,Married,329.2734723
173094,63,44,3,M,Single,109.3752692
145064,69,48,3,F,Single,110.6013722
167670,59,41,3,F,Married,351.0509605
158292,24,5,3,M,Married,531.217548
191694,67,46,3,F,Single,287.2942512
197721,23,4,3,F,Married,216.229611
117644,23,5,3,F,Single,269.4477175
173506,53,36,3,F,Married,371.6455345
160980,41,21,3,F,Married,365.5685813
151485,50,32,3,M,Married,398.6416823
153049,17,0,3,M,Married,499.8436639
101187,21,4,3,F,Married,313.8382522
111509,45,27,3,M,Single,615.2764216
191209,60,43,3,F,Single,237.4477042
127563,61,40,3,F,Married,219.3331213
166343,24,7,3,F,Single,217.1717344
109052,27,6,3,F,Single,367.304245
183977,66,49,3,F,Single,403.1558398
106426,37,18,3,M,Married,385.3041485
171066,68,50,3,F,Single,270.8397673
185804,49,29,3,M,Single,642.3640407
116917,41,20,3,F,Married,368.6544117
126737,63,43,3,M,Single,221.2165216
116287,23,5,3,M,Single,635.3993034
188314,21,3,3,F,Single,683.5334385
145921,17,0,3,M,Single,1063.703625
165302,18,0,3,F,Married,199.3309369
146711,62,45,3,M,Married,122.4011314
104548,23,5,3,F,Married,192.0896525
104725,64,46,3,M,Married,290.025022
135581,35,15,3,M,Single,582.0355859
182169,63,45,3,F,Single,151.7419694
163248,22,5,3,M,Single,886.4901177
175648,70,53,3,F,Married,113.592863
174455,25,7,3,F,Single,396.0988181
147573,69,51,3,M,Single,210.3325329
198181,25,6,3,M,Married,429.3403008
196949,62,44,3,F,Single,728.1737695
162882,32,13,3,M,Married,677.5407463
173771,23,6,3,F,Married,539.3637156
165200,55,37,3,F,Single,413.3197159
103307,61,44,3,F,Married,186.8503764
127053,63,45,3,M,Married,68.79881215
104424,62,45,3,M,Single,270.399887
122434,25,8,3,M,Single,664.2423112
176789,46,28,3,F,Married,280.781273
127183,67,48,3,F,Married,181.6005884
166509,67,48,3,F,Married,136.9499219
112865,67,50,3,F,Married,149.2953303
116367,26,7,3,M,Married,204.6722834
150607,25,7,3,F,Single,366.0362108
120085,65,46,3,F,Married,193.3740988
172427,60,41,3,M,Married,211.7846228
182191,70,53,3,M,Single,98.35032902
162004,68,51,3,M,Married,210.1623656
165002,67,47,3,F,Single,268.4580461
150946,20,1,3,M,Married,684.9732329
133181,60,42,3,M,Single,432.707755
180488,68,47,3,M,Married,53.891042
109526,22,3,3,M,Married,269.235249
141188,39,20,3,F,Single,457.9628483
143932,30,12,3,M,Married,607.0810357
130369,36,16,3,F,Single,375.0535035
124644,22,3,3,M,Single,627.9072058
152308,54,35,3,F,Single,617.4427847
139947,40,20,3,F,Single,338.333264
172772,63,45,3,M,Married,279.3035661
154978,27,6,3,F,Married,415.6381902
123332,67,48,3,M,Married,86.59232756
156226,55,35,3,M,Married,370.165043
126248,23,6,3,F,Single,311.6227524
140722,59,42,3,M,Single,708.7560801
112970,24,5,3,M,Married,582.2666052
191519,23,6,3,M,Married,403.2019585
181130,48,29,3,F,Married,184.127155
165713,68,49,3,F,Single,144.562484
157090,17,0,3,M,Single,1002.27879
119505,69,49,3,F,Married,162.9468688
145700,70,53,3,F,Single,61.69388936
162718,51,32,3,M,Single,737.9240961
133469,67,50,3,M,Married,37.55027467
132357,65,45,3,M,Single,202.7412844
162322,63,46,3,F,Married,292.2918382
161703,66,48,3,M,Married,59.06325549
191455,35,17,3,F,Married,296.9827634
133848,48,28,3,M,Married,268.1174236
165882,69,48,3,F,Married,103.5107252
184859,24,5,3,M,Single,401.1068785
164639,60,43,3,F,Married,110.6284884
130926,70,50,3,M,Married,430.2231153
197936,36,18,3,M,Married,472.9943625
121964,37,16,3,F,Married,301.6203459
176393,18,1,3,M,Married,239.3866933
191803,55,35,3,M,Married,533.8138112
168024,26,7,3,M,Married,340.8476184
198863,41,23,3,M,Single,495.3473402
181605,33,15,3,M,Married,309.5275766
191518,67,47,3,F,Married,90.96473248
190098,59,42,3,F,Married,326.1645728
115007,66,47,3,M,Single,81.4208887
141124,49,31,3,M,Married,343.8024341
169457,24,7,3,F,Married,237.8048754
185997,19,0,3,F,Single,681.7601798
134768,28,10,3,F,Married,604.9855479
133076,46,26,3,F,Single,399.1592176
112315,36,15,3,M,Married,339.0030757
164009,50,29,3,F,Married,318.8629879
140373,52,33,3,M,Single,438.665973
111505,61,44,3,F,Married,517.8114409
146163,23,4,3,F,Married,168.507276
179499,33,14,3,F,Married,376.4119155
193241,25,8,3,M,Married,682.3533622
130318,69,51,3,F,Single,251.7472081
115197,27,9,3,M,Married,315.5611003
152084,25,6,3,M,Married,581.550003
158260,25,7,3,F,Single,763.6360013
192362,50,29,3,F,Single,357.6420146
128735,31,13,3,M,Married,430.6421926
171797,22,4,3,F,Single,1141.298387
171140,67,46,3,M,Single,82.80010174
169473,23,6,3,M,Married,440.7947497
180101,36,19,3,M,Married,601.6753911
174843,31,11,3,F,Married,370.5898533
138888,50,29,3,M,Married,392.4860907
131450,55,38,3,F,Married,325.0693377
183795,51,33,3,M,Married,350.4480587
149621,37,16,3,F,Single,734.8100542
149757,41,21,3,M,Married,401.2398028
108478,28,8,3,M,Married,602.8252592
199871,64,45,3,F,Single,133.7874856
174301,38,17,3,F,Married,626.2477129
189595,18,0,3,M,Single,994.5109291
107252,68,49,3,F,Single,16.47449989
187752,34,16,3,F,Single,770.149042
116608,66,46,3,M,Married,280.863753
193102,19,2,3,M,Single,504.8639467
165559,65,47,3,M,Single,301.0920538
108781,16,0,3,F,Single,445.5253649
156936,33,14,3,F,Married,568.1035644
114053,60,42,3,M,Single,216.7305363
165479,17,0,3,F,Single,563.0131992
125275,61,41,3,F,Married,225.8028494
164317,63,45,3,F,Single,133.2352704
150351,18,0,3,M,Single,715.1642346
181682,59,42,3,F,Single,379.6260286
186870,45,26,3,F,Single,428.8885515
116004,49,32,3,F,Single,619.4956953
108815,58,41,3,M,Married,374.0012739
143671,21,4,3,M,Single,404.4477972
197726,39,18,3,M,Married,411.933519
194809,60,43,3,M,Single,86.02090789
114961,36,15,3,F,Married,342.8995743
124286,25,6,3,F,Married,165.8405147
134527,65,45,3,M,Single,45.1664325
144868,19,1,3,F,Single,480.1608244
112180,66,49,3,F,Single,205.7500451
122970,21,2,3,M,Single,819.5961656
157241,63,45,3,M,Married,52.84267257
117928,24,7,3,M,Single,685.1143207
118614,17,0,3,F,Single,302.1749564
100137,26,6,3,F,Married,425.0964309
113126,18,0,3,M,Married,298.2323025
173993,27,7,3,M,Married,373.7460352
179975,23,4,3,M,Single,663.0013146
192069,25,6,3,M,Married,611.5135423
135242,18,0,3,M,Married,584.9928807
110024,24,6,3,F,Single,490.4523918
169185,22,3,3,F,Single,704.5082833
132918,69,51,3,F,Married,294.6244362
143203,70,50,3,M,Single,57.68439327
129879,22,3,3,F,Married,386.7767284
166103,42,23,3,M,Married,553.52436
100630,37,17,3,F,Single,339.6570056
126104,50,31,3,M,Single,880.0825294
115700,23,5,3,F,Married,218.1995744
123364,33,14,3,M,Single,915.5152136
162998,23,4,3,M,Single,1265.998313
199689,59,41,3,F,Married,344.1885488
171677,17,0,3,M,Married,514.7311087
131687,69,50,3,M,Married,200.4243184
156600,70,52,3,M,Single,346.0747865
114262,17,0,3,M,Single,1017.283924
199074,16,0,3,F,Single,383.011526
123019,48,27,3,F,Single,262.1489059
127220,68,47,3,F,Married,291.4284143
101930,26,8,3,M,Single,388.9023917
180327,64,45,3,F,Single,384.0884018
156416,29,9,3,M,Married,593.7606112
103302,49,30,3,M,Single,316.0836756
171035,17,0,3,F,Single,417.3126082
186308,60,39,3,M,Married,263.2503566
105418,31,12,3,M,Married,317.4971253
191865,61,42,3,F,Married,282.8026485
111740,35,14,3,M,Single,422.3681748
197594,22,3,3,M,Married,703.9341038
105949,67,50,3,F,Single,138.9115574
104103,68,48,3,M,Married,16.09391973
103168,25,8,3,M,Single,342.9189128
194376,66,49,3,F,Single,128.4923283
142474,48,28,3,M,Single,454.7726978
121586,21,2,3,F,Married,488.227282
156341,62,44,3,M,Single,428.9311772
193707,24,5,3,M,Single,984.9714047
104612,21,2,3,M,Single,1093.141561
126673,43,25,3,M,Married,574.399332
112370,22,5,3,F,Single,207.658368
114007,23,4,3,F,Single,712.8656995
121530,64,45,3,F,Married,210.829491
161813,33,15,3,F,Married,272.6997251
124321,62,42,3,F,Married,142.4978964
185932,27,9,3,M,Single,464.6240989
108934,25,7,3,M,Single,571.0066707
113899,66,47,3,F,Married,96.51896574
175291,17,0,3,F,Single,614.3353233
126278,48,31,3,F,Single,497.7211086
125998,19,0,3,F,Married,543.6092206
165487,29,10,3,F,Married,318.2893902
171316,25,8,3,M,Married,841.7800349
191589,66,45,3,M,Married,294.8200829
113371,52,35,3,M,Married,473.0839452
153008,55,37,3,F,Married,259.9785414
152690,25,7,3,M,Single,1035.803278
186875,28,10,3,M,Single,443.9090315
158356,40,23,3,M,Single,410.3906928
182033,20,2,3,M,Single,552.7515415
192103,30,11,3,F,Single,363.7587341
128961,38,18,3,F,Single,419.042823
124822,16,0,3,M,Single,584.1028246
134066,21,4,3,F,Married,426.0055263
194457,55,36,3,F,Married,336.4670809
175481,46,28,3,F,Married,304.6095956
161728,65,47,3,F,Married,85.80766767
152335,30,10,3,M,Married,536.6853095
189710,66,48,3,M,Married,194.2179076
100175,21,4,3,F,Married,447.7142831
148030,68,51,3,F,Married,216.5320216
184505,22,5,3,F,Married,414.6705578
157353,44,27,3,M,Single,404.1123008
161868,17,0,3,F,Married,506.9099905
197342,66,48,3,M,Single,469.964291
143784,57,37,3,M,Single,486.1554713
163506,18,0,3,M,Married,377.3766415
126150,29,9,3,F,Single,661.6758331
168573,31,14,3,F,Married,425.262654
163909,18,0,3,M,Married,498.7428318
149178,58,37,3,M,Single,250.244213
191603,70,50,3,F,Single,319.4656502
182034,19,2,3,F,Married,166.7179783
150077,53,34,3,M,Married,355.368379
131913,64,43,3,F,Married,266.6488728
117848,43,25,3,M,Single,668.5719867
128956,52,33,3,M,Married,630.997314
166634,64,47,3,M,Married,37.0624991
132592,23,4,3,F,Married,320.2235935
172378,28,10,3,F,Single,131.1657194
100979,50,29,3,M,Married,285.1148334
155758,43,25,3,M,Single,438.1639396
175060,16,0,3,M,Single,651.8411728
177467,59,40,3,F,Married,366.2593322
108969,48,29,3,M,Single,444.4498458
152382,26,9,3,F,Married,365.0512636
186088,58,37,3,F,Married,325.9104854
197495,67,48,3,M,Married,111.3633951
193699,16,0,3,F,Married,189.5305195
138141,31,10,3,M,Married,126.1228945
187424,70,50,3,M,Married,225.0972474
149627,24,6,3,M,Married,603.4243667
162793,18,0,3,M,Single,1120.12851
152628,20,1,3,M,Married,251.9960488
128414,69,48,3,F,Married,71.80712459
120884,16,0,3,M,Married,192.9318487
108917,45,28,3,F,Single,379.6942352
133989,23,6,3,M,Single,278.4217692
149337,31,12,3,F,Married,230.9309007
138744,64,45,3,M,Single,225.4229908
148214,70,51,3,F,Married,156.8181207
168263,29,9,3,M,Single,470.4042582
106539,31,10,3,M,Married,181.3666447
161436,36,18,3,M,Single,239.283694
153740,58,38,3,F,Single,459.5673309
191094,17,0,3,F,Married,123.5602154
164085,56,35,3,F,Single,690.1345826
189634,47,26,3,M,Married,511.9737592
163467,65,46,3,F,Single,206.0140439
196799,16,0,3,F,Single,800.818839
185251,69,48,3,M,Married,446.9364469
100462,60,39,3,M,Single,157.0194721
164115,60,39,3,F,Married,220.1351237
140773,30,10,3,F,Married,407.5406097
175520,54,35,3,F,Single,316.5779989
127244,58,41,3,M,Married,379.6722838
166561,44,24,3,F,Married,603.6616696
111841,17,0,3,M,Married,235.6602821
161951,28,7,3,M,Single,523.084682
184686,63,43,3,M,Single,79.93536521
139550,67,46,3,F,Single,198.965951
190925,43,24,3,M,Married,530.8330641
148692,50,31,3,F,Single,430.1435472
193740,20,1,3,M,Married,337.5997169
182015,67,46,3,F,Single,441.3103863
128752,44,27,3,M,Single,669.1662155
104281,58,38,3,F,Single,363.8162131
166331,26,9,3,M,Married,337.1969806
127794,35,18,3,M,Married,413.3484585
171075,69,51,3,M,Married,341.3515381
136475,62,45,3,F,Single,82.45299676
102573,61,42,3,M,Single,30.31565715
133031,37,19,3,M,Single,790.1389191
127645,40,22,3,M,Single,884.6429806
193742,68,50,3,F,Married,227.7406491
181946,70,49,3,F,Single,100.4205333
119381,67,47,3,F,Single,256.6426024
186538,20,2,3,F,Single,549.4615996
130638,21,4,3,F,Single,494.7451375
160491,24,6,3,M,Single,582.4509006
161371,67,48,3,F,Married,483.1804634
191057,17,0,3,M,Married,368.8470038
176287,45,24,3,F,Married,372.1326209
115299,23,4,3,M,Married,400.7494328
102106,57,36,3,M,Single,329.742425
121994,17,0,3,M,Single,571.0311774
147601,67,47,3,F,Single,170.1828617
106282,48,31,3,F,Single,446.5730685
136158,67,46,3,M,Married,330.4842953
167884,70,51,3,F,Single,81.85843404
182152,52,32,3,F,Married,172.3553627
177563,64,43,3,F,Married,63.76613471
135330,24,7,3,F,Married,215.4890519
109726,63,46,3,F,Single,183.2439798
182494,69,52,3,M,Married,352.6882863
162801,21,3,3,M,Single,878.9935855
140812,34,17,3,M,Married,333.9880075
192585,70,50,3,M,Married,281.8606979
131575,37,17,3,F,Single,318.4334379
197720,34,15,3,M,Single,847.3281865
123980,54,34,3,F,Single,442.1869973
163342,19,2,3,M,Married,690.6259334
189113,20,3,3,F,Married,253.1215171
172471,41,22,3,M,Single,833.740771
118745,60,42,3,F,Single,141.0194911
146137,23,5,3,M,Married,431.3719661
184731,18,1,3,M,Single,1299.059765
159897,20,2,3,M,Married,431.8164641
172926,23,6,3,M,Married,439.2788954
115554,60,41,3,M,Married,325.4016644
176817,49,28,3,M,Married,330.9539262
182552,33,14,3,M,Married,657.8315098
146095,17,0,3,F,Married,125.6791073
162297,23,6,3,F,Single,309.5079244
157217,18,0,3,M,Single,1096.765535
116031,24,5,3,F,Married,164.4273179
109416,61,43,3,M,Married,35.84183739
135139,25,8,3,M,Single,562.5482144
159310,47,28,3,F,Married,341.1694065
154361,23,6,3,F,Married,258.6640919
198453,41,21,3,M,Single,474.7189621
114516,17,0,3,M,Single,1094.091621
184541,61,40,3,F,Single,124.0761077
103932,16,0,3,F,Single,403.5725088
180708,26,8,3,M,Married,381.3059277
103140,24,7,3,M,Married,659.249757
199466,57,39,3,M,Single,475.0068252
196078,38,20,3,M,Single,446.5640427
188065,22,4,3,M,Married,812.6058671
112151,33,16,3,F,Single,410.0049702
136851,70,49,3,F,Single,505.3069656
197185,51,33,3,F,Single,586.5051397
129906,70,53,3,M,Married,372.4882643
168971,21,4,3,F,Married,294.349948
107360,54,36,3,F,Single,471.8267349
176668,69,50,3,M,Married,219.661608
175141,56,35,3,M,Single,496.2508304
164168,23,4,3,F,Single,186.0547352
162491,29,8,3,F,Married,275.3316651
197635,47,27,3,F,Single,389.0604522
148128,24,7,3,F,Married,236.1908828
143938,16,0,3,F,Single,871.983205
187326,60,43,3,M,Married,35.84046263
134904,56,38,3,M,Married,334.2720603
132824,36,16,3,F,Single,464.082626
190583,49,28,3,F,Married,254.1878307
101299,61,40,3,M,Single,443.7570469
127476,42,22,3,M,Single,426.9031577
132480,56,39,3,M,Single,511.9265755
109628,50,33,3,F,Single,377.0024966
115587,52,31,3,F,Married,593.7741147
144536,25,7,3,M,Single,501.9788486
157863,17,0,3,F,Married,218.8950009
102965,20,1,3,F,Married,458.1800391
159080,19,0,3,F,Single,1078.598204
108325,67,50,3,F,Single,64.23003046
188528,66,47,3,F,Single,320.9715915
188331,23,4,3,F,Single,658.0923631
170803,51,30,3,M,Single,697.3411895
117642,43,22,3,F,Single,749.2786847
104587,54,35,3,F,Single,402.3263418
182629,39,21,3,F,Single,410.7412796
173294,24,7,3,F,Married,124.5419691
174427,69,48,3,F,Single,52.31631384
101567,60,41,3,F,Single,429.5967528
152589,33,15,3,F,Single,764.3024432
119204,63,44,3,M,Married,80.99372304
133837,54,36,3,M,Married,401.2842426
112917,63,42,3,M,Single,404.0128634
129764,56,37,3,M,Single,564.435626
112497,36,17,3,F,Married,346.1351912
107896,60,39,3,F,Single,209.0993733
179967,70,51,3,F,Single,626.5491835
130282,22,5,3,F,Married,292.367162
192164,27,8,3,M,Married,398.4086021
132669,20,3,3,M,Married,403.4462956
122304,40,22,3,F,Single,340.6393441
150799,20,1,3,M,Married,242.069893
168877,25,7,3,F,Single,516.6068537
154018,25,8,3,F,Married,378.368312
110367,63,44,3,F,Single,52.01138969
109898,16,0,3,F,Married,166.2082968
144076,27,6,3,M,Married,636.5105846
169329,68,51,3,M,Single,155.4189571
178209,68,47,3,F,Married,45.2596903
107699,55,37,3,M,Single,920.5813617
181502,68,49,3,F,Single,351.6841533
144971,22,5,3,F,Single,731.3215187
173129,52,33,3,M,Married,358.285605
148181,23,6,3,F,Married,240.3339434
157804,64,43,3,M,Single,142.9188975
136641,20,3,3,F,Married,182.8532659
110482,63,42,3,F,Married,124.0040164
118810,54,34,3,M,Married,354.1951505
193811,45,26,3,M,Single,478.0020698
115106,20,1,3,M,Married,341.7086908
180991,62,42,3,M,Single,318.5117924
114137,68,48,3,M,Married,208.3529943
177768,32,12,3,M,Married,363.9676756
172612,48,29,3,M,Married,407.0164062
145550,70,52,3,F,Married,172.5748663
115268,17,0,3,M,Married,746.3830767
111657,39,19,3,M,Single,443.629057
143670,22,3,3,M,Single,527.0086334
164909,41,24,3,M,Married,400.9269963
124794,61,43,3,F,Married,132.3852185
116468,59,39,3,M,Married,554.9753541
156139,34,17,3,M,Single,585.611415
160582,56,37,3,M,Married,284.6856048
130710,67,47,3,M,Married,70.00565285
176774,69,48,3,F,Married,178.4709609
174624,57,36,3,F,Married,446.5017736
109070,36,19,3,M,Single,492.0101209
191676,53,34,3,F,Married,325.4272548
191821,68,51,3,F,Married,73.17241539
157336,36,17,3,M,Married,584.6503363
103875,17,0,3,M,Single,1020.479783
135597,25,6,3,F,Married,307.6357729
104491,49,31,3,F,Single,693.7368884
105243,26,7,3,F,Single,435.6844113
175748,56,37,3,M,Single,725.0004017
114705,50,31,3,F,Married,337.4037694
171919,32,13,3,M,Married,676.3882247
112625,17,0,3,F,Married,478.5992078
134378,44,27,3,M,Single,358.2696999
132737,70,50,3,M,Married,195.396991
136348,46,25,3,F,Single,403.7961705
109794,19,0,3,F,Married,110.3025653
128659,64,46,3,M,Single,51.63782265
116001,20,2,3,F,Single,622.2253314
180381,63,44,3,M,Single,242.1154048
134668,22,4,3,M,Single,457.1156862
186042,61,42,3,M,Married,326.8851808
199927,49,29,3,M,Single,381.6267381
177427,21,2,3,M,Single,724.4198456
148258,59,41,3,F,Married,310.5947859
118578,23,6,3,F,Married,295.1269042
146256,70,51,3,M,Single,368.4560306
100285,21,2,3,F,Single,604.877098
118901,58,40,3,M,Married,384.4978346
140529,17,0,3,F,Single,323.0925407
180498,68,48,3,F,Single,193.6240177
154334,18,1,3,M,Married,685.7656083
159850,65,48,3,M,Single,80.56296598
141988,67,49,3,F,Single,114.6169331
144395,26,5,3,M,Single,448.7766873
155797,70,52,3,M,Married,125.7227704
177755,64,44,3,F,Married,107.2227766
181011,17,0,3,M,Single,945.3620797
171448,62,42,3,F,Married,120.5440216
161393,33,13,3,F,Married,232.4521862
148646,24,7,3,F,Married,148.6353199
138552,25,6,3,F,Married,204.95908
177405,50,32,3,M,Married,651.9154879
160588,49,31,3,M,Married,586.8401022
153842,65,44,3,F,Married,173.3381687
174811,24,7,3,F,Single,559.0372689
173290,27,10,3,M,Married,346.313464
157223,23,6,3,M,Single,646.6307467
158364,38,20,3,M,Married,657.7115524
123406,17,0,3,M,Single,741.6520164
149721,19,0,3,M,Married,414.609823
117861,60,39,3,M,Married,230.930367
143097,65,47,3,M,Single,272.4736288
121539,43,25,3,F,Single,381.9142724
124081,67,48,3,M,Married,323.9677269
102352,70,51,3,M,Married,224.0523894
160549,22,5,3,M,Single,630.2061658
168708,16,0,3,F,Single,204.2349164
158963,22,3,3,F,Married,471.4209351
189288,22,4,3,F,Married,223.8614904
144692,55,36,3,M,Married,388.0066414
147410,58,39,3,F,Single,587.1796237
137250,44,27,3,F,Married,245.2365078
130163,49,31,3,M,Single,590.0447627
115944,16,0,3,F,Single,455.7646207
155413,24,7,3,M,Single,789.6978699
171724,55,38,3,F,Single,314.9887539
155636,16,0,3,F,Married,242.684074
102087,41,22,3,M,Married,545.6882857
137079,18,0,3,F,Single,360.5706407
188774,47,29,3,F,Single,699.9012311
138738,24,6,3,M,Married,338.417008
141125,16,0,3,M,Single,564.343477
198118,21,4,3,M,Married,546.6375649
163550,42,23,3,M,Married,361.475884
157788,61,40,3,M,Single,649.0457704
170763,22,3,3,F,Single,299.4129266
158121,26,8,3,M,Single,456.344638
149451,66,45,3,F,Single,98.98947239
142483,24,5,3,M,Single,1168.957156
189563,20,1,3,F,Married,237.0407509
191944,21,3,3,F,Married,185.6792609
118798,19,2,3,F,Single,469.8495943
172696,16,0,3,F,Married,399.6369887
101696,60,43,3,M,Married,217.6535603
181434,24,6,3,F,Single,297.8965927
116758,70,52,3,M,Single,385.9814073
113737,53,32,3,F,Married,365.7678726
107949,61,40,3,M,Single,274.8692495
120872,40,21,3,F,Single,354.5028023
145997,31,13,3,M,Married,183.5154636
124753,67,50,3,M,Single,335.8424386
129024,67,49,3,M,Single,99.39182437
197929,24,6,3,F,Married,128.2515031
145204,16,0,3,F,Single,577.8884849
142018,25,7,3,M,Single,1188.744129
171878,46,27,3,F,Married,305.0855007
175415,35,14,3,F,Single,372.7246494
186771,68,51,3,F,Single,100.9401647
126648,38,21,3,F,Single,341.1446327
140919,21,3,3,F,Single,360.4024528
134381,45,27,3,F,Married,324.0121677
158096,42,24,3,M,Married,528.6530207
133604,18,1,3,M,Single,723.0670895
118167,66,46,3,F,Married,264.9156003
118563,16,0,3,F,Single,262.0928116
118532,61,43,3,F,Married,350.277242
129722,56,36,3,M,Married,335.4308506
105249,22,5,3,M,Single,836.5161262
179188,66,46,3,M,Married,121.3427129
117357,19,1,3,M,Single,812.2123093
122572,31,10,3,M,Married,349.4433066
166615,17,0,3,M,Single,559.5988379
116227,40,23,3,F,Married,585.0351549
109289,16,0,3,F,Single,364.9645903
160756,25,8,3,M,Single,795.014178
150901,68,48,3,F,Single,233.0871264
169975,52,31,3,M,Married,369.4695395
194236,55,38,3,M,Married,410.2967298
139324,21,3,3,F,Married,460.6325193
110506,63,45,3,F,Married,104.7313367
179584,61,44,3,F,Married,441.6845237
101209,69,52,3,M,Married,30.01958668
131113,63,44,3,F,Married,131.3389266
118821,62,45,3,F,Single,111.8627906
105266,19,1,3,M,Single,498.2880731
132193,46,25,3,M,Single,176.0687113
114279,65,44,3,F,Married,453.8406352
124334,63,43,3,M,Single,141.3235751
119060,30,10,3,F,Single,687.3164652
148396,33,12,3,F,Single,782.658998
133658,67,50,3,F,Married,290.7665179
133913,31,13,3,F,Married,297.3618365
174978,27,6,3,F,Married,303.3747837
146119,23,4,3,M,Married,605.1992338
104120,19,1,3,M,Married,326.194937
184695,61,41,3,M,Married,264.3370459
168240,48,29,3,F,Single,413.4234023
145489,62,42,3,F,Married,186.7640373
104122,25,8,3,M,Married,151.5064785
169435,21,4,3,M,Single,662.1250573
189511,27,8,3,M,Married,452.8524893
127936,57,36,3,F,Married,538.0067996
194606,21,3,3,F,Single,730.8661549
117299,44,25,3,M,Married,541.441289
146239,42,23,3,M,Single,305.4003966
101350,18,0,3,F,Married,442.7886923
166825,36,16,3,F,Married,172.393355
167809,49,29,3,M,Single,479.1289101
188084,60,43,3,M,Married,119.1686919
189764,16,0,3,F,Single,680.6098474
115565,22,4,3,F,Single,743.8411092
114742,69,51,3,M,Single,50.62058206
120331,38,17,3,F,Married,296.1898285
103343,34,17,3,F,Single,381.6900721
165820,32,11,3,M,Single,263.7207697
152180,64,46,3,M,Single,694.6043769
125303,47,29,3,F,Single,445.759839
129885,57,40,3,M,Single,383.4909815
104154,64,44,3,M,Married,125.2914201
113880,43,24,3,F,Married,165.5358994
193036,61,43,3,F,Married,48.30701346
178033,65,46,3,F,Single,90.2890851
162468,29,11,3,M,Married,354.5562406
170159,28,9,3,M,Married,449.9609808
144855,36,15,3,M,Single,653.2984319
181121,62,43,3,M,Single,278.1608605
118268,45,27,3,M,Single,646.833763
180713,70,51,3,F,Single,164.1767484
131126,20,1,3,M,Married,595.2857875
161418,49,28,3,M,Married,368.9977862
129370,61,42,3,F,Single,44.34005249
164809,22,4,3,F,Married,450.753906
196176,64,47,3,M,Married,171.7661605
127639,41,23,3,F,Married,375.1356238
109507,22,4,3,F,Single,426.2884302
158358,69,52,3,M,Single,355.337431
